transaction_id,transaction_datetime,account_id,customer_id,channel,type,status,category,subcategory,merchant,mcc,amount_brl,currency,installments,card_present,authorization_code,city,state,country,is_fraud,has_chargeback,balance_after_brl
T00005155,2025-05-05 22:35:09,A001129,C00590,Cartão Presencial,Crédito,Aprovada,Alimentação,Supermercado,Pão de Açúcar,5411.0,157.7,BRL,1,True,M9M86A,Recife,PE,Brasil,False,False,7448.62
T00005156,2024-11-17 22:47:25,A001700,C00881,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,3695.82,BRL,1,,,Porto Alegre,RS,Brasil,False,False,3669.52
T00005157,2025-11-24 23:04:28,A001053,C01106,Saque ATM,Débito,Aprovada,Saúde,Farmácia,Drogasil,5912.0,200.0,BRL,1,,,Niterói,RJ,Brasil,False,False,1715.16
T00005158,2026-02-12 02:52:35,A000991,C01272,Boleto,Débito,Aprovada,Alimentação,Supermercado,Supermax,5411.0,751.77,BRL,1,,,Duque de Caxias,RJ,Brasil,False,False,3124.24
T00005159,2025-06-04 08:07:40,A000088,C01248,PIX,Débito,Aprovada,Habitação,Luz,Neoenergia,4900.0,2005.8,BRL,1,,,Brasília,DF,Brasil,False,False,1806.18
T00005160,2025-06-13 22:10:51,A002143,C00392,App,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,711.18,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,3504.39
T00005161,2025-02-07 14:41:25,A000629,C01409,PIX,Débito,Aprovada,Habitação,Aluguel,Imobi+,6513.0,566.79,BRL,1,,,Duque de Caxias,RJ,Brasil,False,False,847.23
T00005162,2025-10-22 06:15:39,A001688,C00908,Cartão Presencial,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,496.42,BRL,1,True,XQ2XZ8,Caruaru,PE,Brasil,False,False,0.0
T00005163,2026-01-28 19:33:32,A000865,C00573,Boleto,Débito,Aprovada,Serviços,Assinatura,Adobe,4899.0,480.22,BRL,1,,,Goiânia,GO,Brasil,False,False,40.8
T00005164,2025-06-08 23:13:05,A002055,C00098,Cartão Online,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,169.92,BRL,1,False,D7TLUU,Caxias do Sul,RS,Brasil,False,False,3311.41
T00005165,2025-12-01 13:28:24,A001628,C00222,PIX,Débito,Aprovada,Habitação,Água,Sabesp,4900.0,557.3,BRL,1,,,Canoas,RS,Brasil,False,False,4096.37
T00005166,2025-10-30 11:54:00,A001456,C00911,TED,Débito,Aprovada,Habitação,Luz,Enel,4900.0,1352.72,BRL,1,,,Caruaru,PE,Brasil,False,False,262.86
T00005167,2025-08-12 11:42:30,A000577,C01123,TED,Débito,Aprovada,Serviços,Academia,Smart Fit,7997.0,580.55,BRL,1,,,Rio de Janeiro,RJ,Brasil,False,False,3012.16
T00005168,2025-01-19 09:33:55,A000529,C01242,DOC,Débito,Aprovada,Lazer,Show,Ticketmaster,7922.0,533.46,BRL,1,,,Olinda,PE,Brasil,False,False,4933.26
T00005169,2025-06-18 21:38:33,A000803,C00498,Cartão Online,Débito,Aprovada,Habitação,Luz,Enel,4900.0,58.64,BRL,1,False,SX6WX6,Vitória da Conquista,BA,Brasil,False,False,8377.56
T00005170,2025-09-19 17:15:48,A000479,C00845,Internet Banking,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,1083.09,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,2666.51
T00005171,2025-12-26 01:36:12,A000200,C00176,TED,Débito,Falha,Transporte,Combustível,Posto BR,5541.0,143.57,BRL,1,,,Recife,PE,Brasil,False,False,1582.67
T00005172,2026-02-05 18:28:49,A000239,C00452,Cartão Presencial,Crédito,Pendente,Serviços,Telefonia,Vivo,4814.0,53.19,BRL,1,True,,Canoas,RS,Brasil,False,False,2377.72
T00005173,2026-01-18 13:01:25,A001861,C01324,Cartão Presencial,Crédito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,134.97,BRL,1,True,WKP2FR,Duque de Caxias,RJ,Brasil,False,False,4223.86
T00005174,2025-05-05 12:26:45,A000309,C00986,TED,Débito,Aprovada,Alimentação,Lanchonete,Burger House,5814.0,1848.13,BRL,1,,,Salvador,BA,Brasil,False,False,5496.97
T00005175,2025-07-11 06:29:07,A001109,C00828,DOC,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,1463.79,BRL,1,,,São Paulo,SP,Brasil,False,False,8550.88
T00005176,2025-02-22 14:06:01,A001379,C00236,Boleto,Débito,Aprovada,Habitação,Água,Sabesp,4900.0,3019.07,BRL,1,,,Canoas,RS,Brasil,False,False,2491.07
T00005177,2024-12-21 22:28:11,A001446,C00203,Cartão Presencial,Crédito,Falha,Alimentação,Restaurante,Churras Grill,5812.0,81.6,BRL,1,True,,Canoas,RS,Brasil,False,False,958.77
T00005178,2025-04-13 14:11:13,A001570,C01341,App,Débito,Aprovada,Compras,E-commerce,Mercado Livre,5969.0,827.33,BRL,1,,,Brasília,DF,Brasil,False,False,5325.75
T00005179,2025-05-12 05:11:42,A000060,C01267,Internet Banking,Débito,Aprovada,Saúde,Farmácia,Pague Menos,5912.0,800.5,BRL,1,,,Olinda,PE,Brasil,False,False,0.0
T00005180,2024-12-29 10:40:17,A002159,C01418,Boleto,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,121.91,BRL,1,,,Belo Horizonte,MG,Brasil,False,False,5244.04
T00005181,2025-04-16 07:31:02,A001160,C00968,Cartão Online,Crédito,Aprovada,Lazer,Streaming,Spotify,4899.0,39.83,BRL,1,False,2EWVH4,São José dos Campos,SP,Brasil,False,False,490.72
T00005182,2025-10-16 05:01:30,A001512,C00108,Cartão Presencial,Crédito,Aprovada,Alimentação,Restaurante,Cantina Bella,5812.0,108.3,BRL,1,True,PZWXHL,Porto Alegre,RS,Brasil,False,False,794.35
T00005183,2024-09-13 20:26:50,A000222,C00818,TED,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,1325.23,BRL,1,,,Londrina,PR,Brasil,False,False,2654.32
T00005184,2025-09-09 08:47:21,A001239,C01093,PIX,Débito,Aprovada,Saúde,Farmácia,Drogasil,5912.0,905.54,BRL,1,,,Goiânia,GO,Brasil,False,False,0.0
T00005185,2026-02-28 08:01:43,A001984,C00858,PIX,Débito,Aprovada,Transporte,Aplicativo,Uber,4121.0,207.46,BRL,1,,,Blumenau,SC,Brasil,False,False,2378.56
T00005186,2025-08-15 14:16:38,A000990,C01165,PIX,Débito,Aprovada,Compras,Livraria,Saraiva,5942.0,428.65,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,3506.61
T00005187,2025-08-16 16:29:05,A001453,C00759,Cartão Presencial,Crédito,Pendente,Serviços,Internet,Claro NET,4816.0,25.59,BRL,1,True,,Salvador,BA,Brasil,False,False,0.0
T00005188,2025-05-17 17:56:52,A000522,C00223,Cartão Online,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,146.22,BRL,1,False,E44Z43,Caxias do Sul,RS,Brasil,False,False,1923.25
T00005189,2025-07-10 10:52:16,A001270,C00768,PIX,Débito,Aprovada,Transporte,Estacionamento,Park&Go,7523.0,977.74,BRL,1,,,Niterói,RJ,Brasil,False,False,5375.79
T00005190,2025-02-26 11:38:47,A001665,C00188,TED,Débito,Aprovada,Habitação,Aluguel,Imobi+,6513.0,1470.34,BRL,1,,,Canoas,RS,Brasil,False,False,5100.87
T00005191,2024-11-03 09:20:24,A000523,C01222,Cartão Presencial,Crédito,Aprovada,Lazer,Streaming,Spotify,,231.44,BRL,1,True,D87L6A,Campinas,SP,Brasil,False,False,4196.26
T00005192,2026-01-18 06:25:25,A001417,C01302,Cartão Presencial,Crédito,Aprovada,Alimentação,Supermercado,BomPreço,5411.0,159.71,BRL,1,True,JE68FQ,Curitiba,PR,Brasil,False,False,59.36
T00005193,2025-11-03 22:19:54,A001023,C00479,PIX,Débito,Aprovada,Alimentação,Delivery,iFood,5812.0,92.32,BRL,1,,,Caruaru,PE,Brasil,False,False,0.0
T00005194,2025-02-24 23:31:50,A001354,C00081,Cartão Presencial,Crédito,Pendente,Compras,E-commerce,Amazon,5969.0,75.46,BRL,1,True,,Recife,PE,Brasil,False,False,0.0
T00005195,2026-02-27 17:02:44,A000287,C00390,Cartão Online,Crédito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,120.26,BRL,5,False,4XBXS4,Recife,PE,Brasil,False,False,6647.94
T00005196,2025-11-25 11:54:45,A000450,C00155,PIX,Débito,Pendente,Compras,Livraria,Saraiva,5942.0,916.65,BRL,1,,,Goiânia,GO,Brasil,False,False,2580.86
T00005197,2024-11-15 06:35:01,A001486,C00425,App,Débito,Aprovada,Serviços,Academia,Smart Fit,7997.0,125.97,BRL,1,,,Curitiba,PR,Brasil,False,False,3189.16
T00005198,2026-01-31 08:39:35,A000367,C00535,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,5133.61,BRL,1,,,São José dos Campos,SP,Brasil,False,False,0.0
T00005199,2025-02-05 01:46:42,A001333,C00101,PIX,Débito,Aprovada,Transporte,Combustível,Posto BR,5541.0,373.5,BRL,1,,,Londrina,PR,Brasil,False,False,4477.67
T00005200,2025-03-24 18:10:36,A001614,C01477,Cartão Presencial,Crédito,Aprovada,Lazer,Streaming,Spotify,4899.0,51.65,BRL,1,True,DL4FB7,Londrina,PR,Brasil,False,False,2412.95
T00005201,2025-01-10 05:24:03,A000862,C00727,Cartão Presencial,Crédito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,200.74,BRL,6,True,ELDKD5,Curitiba,PR,Brasil,False,False,3060.56
T00005202,2025-08-19 16:32:44,A000031,C01207,PIX,Débito,Aprovada,Alimentação,Delivery,Rappi,,240.8,BRL,1,,,Uberlândia,MG,Brasil,False,False,4982.38
T00005203,2024-10-17 06:55:01,A001631,C00753,PIX,Débito,Aprovada,Saúde,Hospital,Hospital Central,8062.0,229.15,BRL,1,,,Caruaru,PE,Brasil,False,False,965.17
T00005204,2024-10-24 14:32:06,A002078,C00493,PIX,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,1098.71,BRL,1,,,Recife,PE,Brasil,True,False,5142.57
T00005205,2024-10-14 16:17:37,A000895,C01192,PIX,Débito,Pendente,Saúde,Hospital,Hospital Central,8062.0,522.27,BRL,1,,,São Paulo,SP,Brasil,False,False,2477.17
T00005206,2025-10-15 10:09:07,A000178,C01309,DOC,Débito,Aprovada,Alimentação,Delivery,iFood,5812.0,548.66,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,0.0
T00005207,2025-06-24 22:49:53,A001738,C00814,PIX,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,986.71,BRL,1,,,Londrina,PR,Brasil,False,False,0.0
T00005208,2025-09-05 01:35:16,A001693,C00906,TED,Débito,Aprovada,Transporte,Pedágio,Sem Parar,4784.0,790.89,BRL,1,,,Brasília,DF,Brasil,False,False,5837.06
T00005209,2025-02-26 01:15:03,A000114,C00645,Cartão Presencial,Crédito,Aprovada,Saúde,Hospital,Santa Casa,8062.0,98.68,BRL,1,True,EKKXGS,Vitória da Conquista,BA,Brasil,False,False,2091.5
T00005210,2026-02-13 08:07:22,A000903,C00678,Cartão Presencial,Crédito,Aprovada,Compras,E-commerce,Amazon,5969.0,96.45,BRL,1,True,SJDJG8,Blumenau,SC,Brasil,False,False,5119.4
T00005211,2025-07-26 21:46:55,A001693,C00906,TED,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,2297.18,BRL,1,,,Maringá,PR,Brasil,False,False,0.0
T00005212,2025-02-16 06:38:49,A000823,C01004,TED,Débito,Aprovada,Serviços,Assinatura,Adobe,4899.0,134.3,BRL,1,,,Joinville,SC,Brasil,False,False,0.0
T00005213,2025-11-26 16:17:13,A001285,C01400,PIX,Débito,Aprovada,Transporte,Estacionamento,Estacione Bem,7523.0,283.1,BRL,1,,,Olinda,PE,Brasil,False,False,6400.28
T00005214,2025-07-27 16:50:34,A001584,C00195,Cartão Online,Crédito,Aprovada,Serviços,Internet,Oi Fibra,4816.0,45.04,BRL,1,False,FH9H2K,Feira de Santana,BA,Brasil,False,False,0.0
T00005215,2025-05-13 07:25:57,A000052,C00941,Cartão Online,Crédito,Aprovada,Alimentação,Restaurante,Cantina Bella,5812.0,61.24,BRL,1,False,JAX8MM,Caxias do Sul,RS,Brasil,False,False,2882.84
T00005216,2026-01-18 22:04:52,A000629,C01409,PIX,Débito,Aprovada,Compras,Livraria,Saraiva,5942.0,169.45,BRL,1,,,Brasília,DF,Brasil,False,False,1177.57
T00005217,2024-12-19 03:27:46,A000573,C01261,Internet Banking,Débito,Aprovada,Transporte,Combustível,Ipiranga,5541.0,394.81,BRL,1,,,Uberlândia,MG,Brasil,False,False,5204.16
T00005218,2025-12-11 10:19:29,A001336,C00587,TED,Débito,Aprovada,Transporte,Estacionamento,Park&Go,7523.0,246.78,BRL,1,,,Joinville,SC,Brasil,False,False,3919.75
T00005219,2025-07-15 18:50:35,A001509,C00033,Saque ATM,Débito,Aprovada,Saúde,Laboratório,Dasa,8071.0,500.0,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,0.0
T00005220,2025-05-07 04:19:09,A000185,C01105,PIX,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,159.25,BRL,1,,,Contagem,MG,Brasil,False,False,1077.09
T00005221,2025-11-08 05:24:12,A000877,C01001,Boleto,Débito,Aprovada,Alimentação,Restaurante,Cantina Bella,,860.05,BRL,1,,,Recife,PE,Brasil,False,False,1678.2
T00005222,2024-12-14 11:11:58,A000318,C00932,PIX,Débito,Aprovada,Saúde,Laboratório,Dasa,8071.0,3178.05,BRL,1,,,Uberlândia,MG,Brasil,False,False,5570.4
T00005223,2025-02-05 13:00:43,A000067,C01355,Cartão Online,Crédito,Aprovada,Saúde,Hospital,Hospital Central,,86.32,BRL,1,False,QS7QHY,Maringá,PR,Brasil,False,False,4697.34
T00005224,2025-11-25 19:29:27,A000626,C00500,DOC,Débito,Aprovada,Compras,E-commerce,Mercado Livre,5969.0,1922.97,BRL,1,,,Duque de Caxias,RJ,Brasil,False,False,3893.7
T00005225,2026-02-18 13:21:37,A001615,C00106,Cartão Online,Crédito,Aprovada,Compras,E-commerce,Mercado Livre,5969.0,51.71,BRL,1,False,4WSFQL,Olinda,PE,Brasil,False,False,0.0
T00005226,2025-02-22 19:19:16,A001346,C01477,PIX,Débito,Aprovada,Saúde,Farmácia,Pague Menos,5912.0,424.3,BRL,1,,,Caruaru,PE,Brasil,False,False,2549.59
T00005227,2024-10-19 21:10:52,A001205,C01445,PIX,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,1473.84,BRL,1,,,Goiânia,GO,Brasil,False,False,1165.52
T00005228,2025-07-12 09:26:19,A001796,C00314,Internet Banking,Crédito,Aprovada,Compras,E-commerce,Amazon,5969.0,443.63,BRL,1,,,Feira de Santana,BA,Brasil,False,False,2539.59
T00005229,2026-01-16 02:07:57,A001546,C00166,Cartão Online,Crédito,Aprovada,Lazer,Streaming,Spotify,4899.0,18.89,BRL,1,False,,Ribeirão Preto,SP,Brasil,False,False,2321.17
T00005230,2024-09-23 13:17:12,A001267,C00115,App,Débito,Aprovada,Saúde,Laboratório,Dasa,8071.0,963.08,BRL,1,,,Blumenau,SC,Brasil,False,False,0.0
T00005231,2026-01-15 15:29:23,A002169,C01234,Cartão Online,Crédito,Aprovada,Serviços,Internet,Oi Fibra,4816.0,25.6,BRL,1,False,3SQY2M,Juiz de Fora,MG,Brasil,False,False,3838.6
T00005232,2025-11-24 02:28:22,A001750,C01312,Boleto,Débito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,933.22,BRL,1,,,Feira de Santana,BA,Brasil,False,False,2170.17
T00005233,2025-01-12 04:33:14,A000600,C01297,Saque ATM,Débito,Aprovada,Saúde,Clínica,Doctor Now,8099.0,600.0,BRL,1,,,Caruaru,PE,Brasil,False,False,788.38
T00005234,2026-02-22 13:24:54,A001004,C01131,PIX,Débito,Pendente,Lazer,Show,Eventim,7922.0,207.52,BRL,1,,,Recife,PE,Brasil,False,False,0.0
T00005235,2026-01-19 09:22:36,A001108,C00238,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,2993.81,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,3928.97
T00005236,2025-06-12 08:07:54,A001030,C00236,App,Débito,Aprovada,Habitação,Água,Corsan,4900.0,2254.55,BRL,1,,,Rio de Janeiro,RJ,Brasil,False,False,6884.49
T00005237,2025-07-01 17:59:08,A000411,C00213,PIX,Débito,Aprovada,Lazer,Show,Eventim,7922.0,421.72,BRL,1,,,Brasília,DF,Brasil,False,False,1834.61
T00005238,2026-01-02 08:01:10,A002103,C00139,Boleto,Débito,Estornada,Habitação,Condomínio,Condomínio Alpha,6536.0,759.4,BRL,1,,,Brasília,DF,Brasil,False,False,113.76
T00005239,2026-02-21 03:03:32,A000694,C00128,Boleto,Débito,Pendente,Lazer,Bar,Pub 77,5813.0,637.59,BRL,1,,,Campinas,SP,Brasil,False,False,2641.68
T00005240,2025-03-08 02:39:09,A001476,C01223,PIX,Débito,Aprovada,Transporte,Pedágio,Veloe,4784.0,409.35,BRL,1,,,Salvador,BA,Brasil,False,False,1300.77
T00005241,2025-11-07 17:06:04,A001228,C00154,PIX,Débito,Aprovada,Lazer,Cinema,Cinemark,7832.0,517.23,BRL,1,,,Porto Alegre,RS,Brasil,False,False,2285.49
T00005242,2025-04-06 20:45:05,A001015,C00475,Internet Banking,Débito,Aprovada,Alimentação,Supermercado,Pão de Açúcar,5411.0,291.39,BRL,1,,,Goiânia,GO,Brasil,False,False,4715.46
T00005243,2025-09-29 09:19:03,A001921,C00192,Cartão Online,Débito,Estornada,Habitação,Aluguel,Imobiliária Alpha,6513.0,464.25,BRL,1,False,,Caxias do Sul,RS,Brasil,False,False,3413.98
T00005244,2024-11-09 10:49:52,A001015,C00475,Cartão Presencial,Crédito,Aprovada,Alimentação,Supermercado,BomPreço,5411.0,196.06,BRL,1,True,3UN3UC,Belo Horizonte,MG,Brasil,False,False,2653.61
T00005245,2024-10-04 22:55:51,A001580,C00929,PIX,Débito,Aprovada,Saúde,Farmácia,Pague Menos,5912.0,181.92,BRL,1,,,Florianópolis,SC,Brasil,False,False,4403.13
T00005246,2025-01-06 19:14:13,A000025,C01331,Cartão Presencial,Crédito,Aprovada,Compras,Eletrônicos,Kalunga,5732.0,115.67,BRL,1,True,MD9QCP,Duque de Caxias,RJ,Brasil,False,True,2997.45
T00005247,2026-02-25 10:33:50,A000886,C00036,PIX,Débito,Aprovada,Transporte,Aplicativo,Uber,4121.0,593.75,BRL,1,,,Vitória da Conquista,BA,Brasil,False,False,4102.71
T00005248,2024-11-11 14:28:44,A000889,C00454,Cartão Presencial,Crédito,Aprovada,Transporte,Estacionamento,Estacione Bem,7523.0,55.7,BRL,1,True,H2KHCY,Goiânia,GO,Brasil,False,False,115.27
T00005249,2025-11-11 10:35:41,A000688,C00850,Cartão Presencial,Débito,Pendente,Impostos,IPTU,Prefeitura Municipal,9399.0,227.0,BRL,1,True,,Porto Alegre,RS,Brasil,False,False,2437.85
T00005250,2026-01-07 06:24:53,A001747,C01175,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,1197.38,BRL,1,,,Niterói,RJ,Brasil,False,False,2007.31
T00005251,2026-01-17 12:05:06,A001425,C00093,PIX,Débito,Aprovada,Alimentação,Restaurante,Sabor & Cia,5812.0,175.12,BRL,1,,,Olinda,PE,Brasil,False,False,5382.36
T00005252,2026-02-02 11:14:48,A001312,C00936,PIX,Débito,Aprovada,Habitação,Aluguel,Imobiliária Alpha,,2002.23,BRL,1,,,São Paulo,SP,Brasil,False,False,1228.25
T00005253,2025-04-27 04:36:32,A000325,C01472,Cartão Online,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,194.24,BRL,1,False,95CAUA,Porto Alegre,RS,Brasil,False,False,3254.52
T00005254,2024-12-08 03:41:49,A001266,C00665,TED,Débito,Aprovada,Saúde,Hospital,Hospital Central,8062.0,737.28,BRL,1,,,Brasília,DF,Brasil,False,False,3119.0
T00005255,2025-08-14 23:19:37,A001527,C01260,Cartão Presencial,Crédito,Aprovada,Transporte,Estacionamento,Park&Go,7523.0,38.29,BRL,1,True,3A7SQP,Olinda,PE,Brasil,False,False,486.51
T00005256,2024-09-19 04:47:56,A000473,C00833,App,Crédito,Aprovada,Transporte,Pedágio,Sem Parar,4784.0,231.76,BRL,1,,,Brasília,DF,Brasil,False,False,3424.4
T00005257,2024-10-22 03:49:31,A000547,C00884,Cartão Presencial,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,236.64,BRL,1,True,W6DH9A,Santos,SP,Brasil,False,False,6417.54
T00005258,2026-01-10 21:33:01,A000191,C00040,Cartão Online,Crédito,Falha,Saúde,Farmácia,Pague Menos,5912.0,24.41,BRL,1,False,,Caxias do Sul,RS,Brasil,False,False,803.49
T00005259,2026-02-10 03:55:56,A000468,C00512,Internet Banking,Débito,Aprovada,Compras,Eletrônicos,TechHouse,5732.0,227.72,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,1178.07
T00005260,2025-04-04 21:05:38,A000052,C00941,PIX,Débito,Aprovada,Alimentação,Lanchonete,Pastel & Suco,5814.0,401.88,BRL,1,,,Porto Alegre,RS,Brasil,False,False,6094.88
T00005261,2025-07-06 08:56:22,A000312,C00121,Saque ATM,Débito,Aprovada,Saúde,Clínica,Doctor Now,8099.0,100.0,BRL,1,,,Contagem,MG,Brasil,False,False,0.0
T00005262,2024-12-06 13:52:01,A001479,C00684,Cartão Presencial,Crédito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,102.85,BRL,1,True,RWL3V4,Niterói,RJ,Brasil,False,False,4288.97
T00005263,2025-10-26 19:18:26,A000405,C01084,PIX,Débito,Aprovada,Habitação,Água,Corsan,4900.0,1252.46,BRL,1,,,Curitiba,PR,Brasil,False,False,5593.19
T00005264,2024-11-14 15:01:34,A000882,C01323,Cartão Online,Crédito,Aprovada,Compras,Livraria,Saraiva,5942.0,135.82,BRL,1,False,XFF7V3,São Paulo,SP,Brasil,True,False,3043.16
T00005265,2025-09-09 12:57:51,A001643,C00054,PIX,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,277.63,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,3231.4
T00005266,2024-11-24 06:21:19,A002200,C00832,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,1332.45,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,2840.64
T00005267,2025-08-20 10:56:26,A001365,C00851,TED,Débito,Aprovada,Saúde,Laboratório,Fleury,8071.0,1956.12,BRL,1,,,Contagem,MG,Brasil,False,False,4532.62
T00005268,2025-11-30 04:00:12,A000958,C00518,Cartão Presencial,Crédito,Aprovada,Alimentação,Restaurante,Sabor & Cia,5812.0,52.75,BRL,1,,YMMB3F,Ribeirão Preto,SP,Brasil,False,False,7067.8
T00005269,2024-09-28 19:13:38,A001225,C00840,PIX,Débito,Aprovada,Transporte,Pedágio,Veloe,4784.0,219.21,BRL,1,,,Canoas,RS,Brasil,False,False,3972.06
T00005270,2024-11-07 11:52:26,A001159,C00989,Cartão Online,Crédito,Aprovada,Alimentação,Lanchonete,Lanche Rápido,5814.0,35.82,BRL,1,False,2AH9DJ,Duque de Caxias,RJ,Brasil,False,False,3481.05
T00005271,2024-09-12 20:34:24,A000249,C00146,PIX,Débito,Aprovada,Serviços,Assinatura,Adobe,4899.0,564.07,BRL,1,,,Joinville,SC,Brasil,False,False,1248.19
T00005272,2025-07-28 11:50:43,A002162,C01064,PIX,Débito,Aprovada,Lazer,Bar,Bar do Zé,5813.0,559.96,BRL,1,,,Brasília,DF,Brasil,False,False,2728.79
T00005273,2025-03-24 09:17:24,A002005,C00302,Saque ATM,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,500.0,BRL,1,,,Caruaru,PE,Brasil,False,False,3321.52
T00005274,2024-09-29 05:18:11,A001852,C01027,Cartão Presencial,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,271.06,BRL,1,True,E42W39,Brasília,DF,Brasil,False,False,0.0
T00005275,2025-10-11 21:28:55,A001842,C01189,PIX,Débito,Aprovada,Habitação,Luz,Neoenergia,4900.0,1010.06,BRL,1,,,Santos,SP,Brasil,False,False,6750.19
T00005276,2025-10-02 06:35:05,A000952,C00962,Cartão Online,Crédito,Aprovada,Serviços,Internet,Oi Fibra,4816.0,66.51,BRL,1,False,YVZCGP,São Paulo,SP,Brasil,False,False,2297.19
T00005277,2025-03-18 01:45:35,A000670,C00159,PIX,Débito,Estornada,Impostos,IPTU,Prefeitura Municipal,9399.0,710.08,BRL,1,,,Aparecida de Goiânia,GO,Brasil,False,False,6814.53
T00005278,2024-12-21 03:04:27,A000564,C00606,PIX,Débito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,280.49,BRL,1,,,Brasília,DF,Brasil,False,False,4351.74
T00005279,2025-02-07 22:31:24,A000045,C00199,Saque ATM,Débito,Aprovada,Serviços,Assinatura,Microsoft 365,4899.0,300.0,BRL,1,,,Belo Horizonte,MG,Brasil,False,False,3201.43
T00005280,2024-11-06 12:18:47,A000114,C00645,Cartão Presencial,Débito,Aprovada,Habitação,Condomínio,Condomínio Alpha,,317.55,BRL,1,True,TLMEBX,Brasília,DF,Brasil,False,False,0.0
T00005281,2025-07-19 11:02:01,A000162,C00697,Internet Banking,Débito,Aprovada,Serviços,Assinatura,Microsoft 365,4899.0,191.25,BRL,1,,,Curitiba,PR,Brasil,False,False,4380.45
T00005282,2025-04-10 23:44:09,A001290,C00476,Cartão Presencial,Crédito,Aprovada,Transporte,Combustível,Ipiranga,5541.0,51.28,BRL,1,True,F8W3N3,Caruaru,PE,Brasil,False,False,0.0
T00005283,2025-04-09 17:00:14,A001945,C01356,Boleto,Débito,Aprovada,Transporte,Combustível,Shell Select,5541.0,663.77,BRL,1,,,São José dos Campos,SP,Brasil,False,False,3671.4
T00005284,2025-02-09 11:09:19,A001441,C01203,Cartão Presencial,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,158.76,BRL,1,True,4ET6FF,Brasília,DF,Brasil,False,False,0.0
T00005285,2026-02-05 15:24:55,A000367,C00535,Cartão Online,Crédito,Aprovada,Compras,E-commerce,Mercado Livre,5969.0,329.75,BRL,1,False,DF5ZC2,Caruaru,PE,Brasil,False,False,4013.93
T00005286,2026-02-03 14:56:40,A000104,C00115,TED,Débito,Aprovada,Lazer,Bar,Bar do Zé,,286.7,BRL,1,,,Canoas,RS,Brasil,False,False,4897.19
T00005287,2025-05-29 05:25:17,A002135,C00636,Cartão Online,Crédito,Aprovada,Transporte,Combustível,Posto BR,,58.98,BRL,1,False,FVHD3Q,Duque de Caxias,RJ,Brasil,False,False,2385.79
T00005288,2025-07-31 00:06:10,A001667,C00441,Internet Banking,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,793.65,BRL,1,,,Olinda,PE,Brasil,False,False,4666.71
T00005289,2024-10-03 07:56:02,A000292,C00376,Cartão Presencial,Crédito,Aprovada,Serviços,Telefonia,Claro,4814.0,23.88,BRL,1,True,PQAVRD,Aparecida de Goiânia,GO,Brasil,False,False,0.0
T00005290,2025-08-04 17:18:22,A000395,C00501,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,2844.24,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,3962.77
T00005291,2024-12-19 23:06:58,A001256,C00202,Cartão Online,Crédito,Aprovada,Serviços,Assinatura,Adobe,4899.0,112.04,BRL,1,False,FR63XZ,Recife,PE,Brasil,False,False,2875.93
